Scan UUID,Business Name,Business URL,Scan Date,Status,Keyword,Pin Latitude,Pin Longitude,Rank,Found
4d3dfc9a-66ac-4c60-ba0b-230991cdf26f,"Imran Qureshi, DO",https://maps.google.com/?cid=11194524184802872596&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYASAA,2026-05-11 17:24:54,completed,back doctor near me,29.742737297328205,-95.72440139638215,99,No
4d3dfc9a-66ac-4c60-ba0b-230991cdf26f,"Imran Qureshi, DO",https://maps.google.com/?cid=11194524184802872596&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYASAA,2026-05-11 17:24:54,completed,back doctor near me,29.77413892304286,-95.73961147611455,99,No
4d3dfc9a-66ac-4c60-ba0b-230991cdf26f,"Imran Qureshi, DO",https://maps.google.com/?cid=11194524184802872596&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYASAA,2026-05-11 17:24:54,completed,back doctor near me,29.742762999999997,-95.7749334,2,Yes
4d3dfc9a-66ac-4c60-ba0b-230991cdf26f,"Imran Qureshi, DO",https://maps.google.com/?cid=11194524184802872596&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYASAA,2026-05-11 17:24:54,completed,back doctor near me,29.786637615708845,-95.77514489605376,99,No
4d3dfc9a-66ac-4c60-ba0b-230991cdf26f,"Imran Qureshi, DO",https://maps.google.com/?cid=11194524184802872596&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYASAA,2026-05-11 17:24:54,completed,back doctor near me,29.711903356152348,-95.73901322229634,99,No
4d3dfc9a-66ac-4c60-ba0b-230991cdf26f,"Imran Qureshi, DO",https://maps.google.com/?cid=11194524184802872596&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYASAA,2026-05-11 17:24:54,completed,back doctor near me,29.69889240960163,-95.77564981025215,99,No
4d3dfc9a-66ac-4c60-ba0b-230991cdf26f,"Imran Qureshi, DO",https://maps.google.com/?cid=11194524184802872596&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYASAA,2026-05-11 17:24:54,completed,back doctor near me,29.71203469364051,-95.81100262181853,99,No
4d3dfc9a-66ac-4c60-ba0b-230991cdf26f,"Imran Qureshi, DO",https://maps.google.com/?cid=11194524184802872596&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYASAA,2026-05-11 17:24:54,completed,back doctor near me,29.743175653360492,-95.82546317726194,99,No
4d3dfc9a-66ac-4c60-ba0b-230991cdf26f,"Imran Qureshi, DO",https://maps.google.com/?cid=11194524184802872596&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYASAA,2026-05-11 17:24:54,completed,back doctor near me,29.77374347582937,-95.81071534234296,99,No
4d3dfc9a-66ac-4c60-ba0b-230991cdf26f,"Imran Qureshi, DO",https://maps.google.com/?cid=11194524184802872596&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYASAA,2026-05-11 17:24:54,completed,back doctor near me,29.830506024575563,-95.77620767954637,99,No
4d3dfc9a-66ac-4c60-ba0b-230991cdf26f,"Imran Qureshi, DO",https://maps.google.com/?cid=11194524184802872596&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYASAA,2026-05-11 17:24:54,completed,back doctor near me,29.82354273976582,-95.73545930017379,99,No
4d3dfc9a-66ac-4c60-ba0b-230991cdf26f,"Imran Qureshi, DO",https://maps.google.com/?cid=11194524184802872596&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYASAA,2026-05-11 17:24:54,completed,back doctor near me,29.804840749719528,-95.70350390806647,99,No
4d3dfc9a-66ac-4c60-ba0b-230991cdf26f,"Imran Qureshi, DO",https://maps.google.com/?cid=11194524184802872596&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYASAA,2026-05-11 17:24:54,completed,back doctor near me,29.77558156593615,-95.68120375334412,99,No
4d3dfc9a-66ac-4c60-ba0b-230991cdf26f,"Imran Qureshi, DO",https://maps.google.com/?cid=11194524184802872596&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYASAA,2026-05-11 17:24:54,completed,back doctor near me,29.743473631765205,-95.67387268954629,99,No
4d3dfc9a-66ac-4c60-ba0b-230991cdf26f,"Imran Qureshi, DO",https://maps.google.com/?cid=11194524184802872596&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYASAA,2026-05-11 17:24:54,completed,back doctor near me,29.709376354311434,-95.68147026199502,99,No
4d3dfc9a-66ac-4c60-ba0b-230991cdf26f,"Imran Qureshi, DO",https://maps.google.com/?cid=11194524184802872596&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYASAA,2026-05-11 17:24:54,completed,back doctor near me,29.681214717412765,-95.70289870050019,99,No
4d3dfc9a-66ac-4c60-ba0b-230991cdf26f,"Imran Qureshi, DO",https://maps.google.com/?cid=11194524184802872596&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYASAA,2026-05-11 17:24:54,completed,back doctor near me,29.661897636202355,-95.7356925384743,99,No
4d3dfc9a-66ac-4c60-ba0b-230991cdf26f,"Imran Qureshi, DO",https://maps.google.com/?cid=11194524184802872596&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYASAA,2026-05-11 17:24:54,completed,back doctor near me,29.65501300109988,-95.77494940153306,99,No
4d3dfc9a-66ac-4c60-ba0b-230991cdf26f,"Imran Qureshi, DO",https://maps.google.com/?cid=11194524184802872596&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYASAA,2026-05-11 17:24:54,completed,back doctor near me,29.662198477327006,-95.81498667848135,99,No
4d3dfc9a-66ac-4c60-ba0b-230991cdf26f,"Imran Qureshi, DO",https://maps.google.com/?cid=11194524184802872596&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYASAA,2026-05-11 17:24:54,completed,back doctor near me,29.680915915100147,-95.84662781906809,99,No
4d3dfc9a-66ac-4c60-ba0b-230991cdf26f,"Imran Qureshi, DO",https://maps.google.com/?cid=11194524184802872596&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYASAA,2026-05-11 17:24:54,completed,back doctor near me,29.70941038335707,-95.86841265270799,99,No
